CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA;;;;;;;,;,DEC;PRECIOUNITARIO;,;CANTIDAD;,;CANTIDADRECOMPRA;,;NIVELREORDEN;,;,DEC;PRECIOUNIDADEMEDIDA;,;IDSUCURSAL;,;CODIGODEBARRAS,NOMBRE,PRESENTACION,MARCA,UNIDADDEMEDIDA,ESPECIFICACIONEMPACADO,CATEGORIA,PRECIOUNITARIO,DEC,CANTIDAD,CANTIDADRECOMPRA,NIVELREORDEN,PRECIOUNIDADEMEDIDA,DEC,IDSUCURSAL,
"e0t9j4j8v9,""Sauce - White, Mix"",Tela,Yodoo,gr,sed ante,86";;;;;;;,;;2495,150647;,;49;,;102;,;20;,;;6,237876617;,;866;,;"e0t9j4j8v9,""Sauce - White, Mix"",Tela,Yodoo,gr,sed ante,86,2495,150647,49,102,20,6,237876617,866,"
k1j2q6l7h9,Muffin Batt - Ban Dream Zero,Botella Vidrio,Dynazzy,cm3,in,87;;;;;;;,;;11648,6409;,;12;,;29;,;7;,;;29,12160225;,;479;,;k1j2q6l7h9,Muffin Batt - Ban Dream Zero,Botella Vidrio,Dynazzy,cm3,in,87,11648,6409,12,29,7,29,12160225,479,
s0b7n8e1h4,Beer - Sleeman Fine Porter,Paquete,Trudeo,cm3,condimentum neque,88;;;;;;;,;;23802,76517;,;4;,;14;,;20;,;;59,50691293;,;601;,;s0b7n8e1h4,Beer - Sleeman Fine Porter,Paquete,Trudeo,cm3,condimentum neque,88,23802,76517,4,14,20,59,50691293,601,
f9c9g7w5v2,Sage - Fresh,Canasta,Wikizz,cm3,leo odio,89;;;;;;;,;;58744,25345;,;35;,;75;,;14;,;;146,8606336;,;140;,;f9c9g7w5v2,Sage - Fresh,Canasta,Wikizz,cm3,leo odio,89,58744,25345,35,75,14,146,8606336,140,
s8a9p9v2v8,Apron,Ancheta,Skyndu,gr,augue,90;;;;;;;,;;78294,15051;,;11;,;28;,;16;,;;195,7353763;,;442;,;s8a9p9v2v8,Apron,Ancheta,Skyndu,gr,augue,90,78294,15051,11,28,16,195,7353763,442,
c0v2o0e1z8,Wine - Coteaux Du Tricastin Ac,Tela,Demimbu,gr,vivamus in,91;;;;;;;,;;22458,50991;,;24;,;54;,;14;,;;56,14627477;,;414;,;c0v2o0e1z8,Wine - Coteaux Du Tricastin Ac,Tela,Demimbu,gr,vivamus in,91,22458,50991,24,54,14,56,14627477,414,
k0j0e5w8w0,Cake - Bande Of Fruit,Botella,Camido,gr,vivamus,92;;;;;;;,;;4812,859607;,;9;,;22;,;26;,;;12,03214902;,;763;,;k0j0e5w8w0,Cake - Bande Of Fruit,Botella,Camido,gr,vivamus,92,4812,859607,9,22,26,12,03214902,763,
"f4d8m6s3w8,""Soup - Campbells, Lentil"",Botella Plastica,Eire,gr,pede posuere,93";;;;;;;,;;31701,91699;,;29;,;63;,;46;,;;79,25479248;,;179;,;"f4d8m6s3w8,""Soup - Campbells, Lentil"",Botella Plastica,Eire,gr,pede posuere,93,31701,91699,29,63,46,79,25479248,179,"
"z0y4x3y4k1,""Trout - Rainbow, Frozen"",Tela,Wikivu,cm3,justo lacinia,94";;;;;;;,;;64664,12709;,;43;,;91;,;24;,;;161,6603177;,;615;,;"z0y4x3y4k1,""Trout - Rainbow, Frozen"",Tela,Wikivu,cm3,justo lacinia,94,64664,12709,43,91,24,161,6603177,615,"
"m9p1v1r7f1,""Salmon - Atlantic, Fresh, Whole"",Tela,Photobean,cm3,nulla,95";;;;;;;,;;16389,42828;,;28;,;61;,;46;,;;40,97357071;,;104;,;"m9p1v1r7f1,""Salmon - Atlantic, Fresh, Whole"",Tela,Photobean,cm3,nulla,95,16389,42828,28,61,46,40,97357071,104,"
a5v8z2e3v3,Sage Derby,Botella Vidrio,Zoombeat,cm3,in faucibus,96;;;;;;;,;;88959,60416;,;49;,;104;,;46;,;;222,3990104;,;225;,;a5v8z2e3v3,Sage Derby,Botella Vidrio,Zoombeat,cm3,in faucibus,96,88959,60416,49,104,46,222,3990104,225,
"z4y2l5m0a3,""Cheese - Cheddar, Mild"",Tela,Kwinu,gr,vivamus,97";;;;;;;,;;55944,22917;,;31;,;67;,;16;,;;139,8605729;,;425;,;"z4y2l5m0a3,""Cheese - Cheddar, Mild"",Tela,Kwinu,gr,vivamus,97,55944,22917,31,67,16,139,8605729,425,"
i5j4l0f4b6,Shiro Miso,Canasta,Zooveo,cm3,hendrerit,98;;;;;;;,;;22960,40273;,;19;,;42;,;0;,;;57,40100681;,;105;,;i5j4l0f4b6,Shiro Miso,Canasta,Zooveo,cm3,hendrerit,98,22960,40273,19,42,0,57,40100681,105,
"i2c5c1f5p6,""Pail - 4l White, With Handle"",Botella Vidrio,Flashpoint,gr,vestibulum aliquet,99";;;;;;;,;;44980,80124;,;13;,;30;,;29;,;;112,4520031;,;815;,;"i2c5c1f5p6,""Pail - 4l White, With Handle"",Botella Vidrio,Flashpoint,gr,vestibulum aliquet,99,44980,80124,13,30,29,112,4520031,815,"
g5u5b3u8e7,Wine - Chateauneuf Du Pape,Caja,Zoomlounge,gr,iaculis diam,100;;;;;;;,;;29358,21879;,;5;,;15;,;20;,;;73,39554697;,;28;,;g5u5b3u8e7,Wine - Chateauneuf Du Pape,Caja,Zoomlounge,gr,iaculis diam,100,29358,21879,5,15,20,73,39554697,28,
g3j6w7t5o3,Kellogs Special K Cereal,Botella Vidrio,Eayo,cm3,vestibulum,101;;;;;;;,;;1546,436957;,;24;,;52;,;19;,;;3,866092394;,;337;,;g3j6w7t5o3,Kellogs Special K Cereal,Botella Vidrio,Eayo,cm3,vestibulum,101,1546,436957,24,52,19,3,866092394,337,
z6b2i6e9o4,Sprouts - Corn,Caja,Yambee,gr,in ante,102;;;;;;;,;;22266,46748;,;7;,;18;,;36;,;;55,66616869;,;744;,;z6b2i6e9o4,Sprouts - Corn,Caja,Yambee,gr,in ante,102,22266,46748,7,18,36,55,66616869,744,
q8e0c7s5f7,Longos - Lasagna Veg,Caja,Vipe,gr,amet diam,103;;;;;;;,;;22483,45658;,;14;,;33;,;6;,;;56,20864146;,;207;,;q8e0c7s5f7,Longos - Lasagna Veg,Caja,Vipe,gr,amet diam,103,22483,45658,14,33,6,56,20864146,207,
"s4g8a7u3o5,""Pepper - Red, Finger Hot"",Ancheta,Mydeo,gr,tincidunt ante,104";;;;;;;,;;22240,95928;,;33;,;72;,;40;,;;55,6023982;,;402;,;"s4g8a7u3o5,""Pepper - Red, Finger Hot"",Ancheta,Mydeo,gr,tincidunt ante,104,22240,95928,33,72,40,55,6023982,402,"
d0d0f6f1l3,Lid Tray - 16in Dome,Ancheta,Jaxnation,cm3,ipsum,105;;;;;;;,;;33000,61149;,;33;,;71;,;43;,;;82,50152873;,;839;,;d0d0f6f1l3,Lid Tray - 16in Dome,Ancheta,Jaxnation,cm3,ipsum,105,33000,61149,33,71,43,82,50152873,839,
h2f7p7l5e7,Red Pepper Paste,Botella,Rhynyx,gr,mauris sit,106;;;;;;;,;;7946,288748;,;19;,;42;,;36;,;;19,86572187;,;63;,;h2f7p7l5e7,Red Pepper Paste,Botella,Rhynyx,gr,mauris sit,106,7946,288748,19,42,36,19,86572187,63,
m3p8t9z4h4,Silicone Parch. 16.3x24.3,Paquete,Youopia,cm3,porttitor,107;;;;;;;,;;8503,535573;,;37;,;79;,;36;,;;21,25883893;,;483;,;m3p8t9z4h4,Silicone Parch. 16.3x24.3,Paquete,Youopia,cm3,porttitor,107,8503,535573,37,79,36,21,25883893,483,
b9q2n6g0i4,Browning Caramel Glace,Bolsa,Realmix,cm3,nulla,108;;;;;;;,;;35523,14951;,;46;,;97;,;30;,;;88,80787378;,;200;,;b9q2n6g0i4,Browning Caramel Glace,Bolsa,Realmix,cm3,nulla,108,35523,14951,46,97,30,88,80787378,200,
w3c6n7u6k2,French Kiss Vanilla,Botella,Centimia,cm3,risus,109;;;;;;;,;;56086,59628;,;15;,;36;,;3;,;;140,2164907;,;18;,;w3c6n7u6k2,French Kiss Vanilla,Botella,Centimia,cm3,risus,109,56086,59628,15,36,3,140,2164907,18,
"o0e2k6k3s7,""Leeks - Baby, White"",Paquete,Tagcat,cm3,a,110";;;;;;;,;;9601,680854;,;34;,;73;,;3;,;;24,00420213;,;807;,;"o0e2k6k3s7,""Leeks - Baby, White"",Paquete,Tagcat,cm3,a,110,9601,680854,34,73,3,24,00420213,807,"
g1a0h4w4v7,Beer - Creemore,Paquete,Bluejam,cm3,vivamus tortor,111;;;;;;;,;;743,0756543;,;38;,;81;,;17;,;;1,857689136;,;677;,;g1a0h4w4v7,Beer - Creemore,Paquete,Bluejam,cm3,vivamus tortor,111,743,0756543,38,81,17,1,857689136,677,
"z8w7z0d0d8,""Veal - Leg, Provimi - 50 Lb Max"",Botella,Miboo,gr,nam dui,112";;;;;;;,;;9341,052735;,;44;,;92;,;22;,;;23,35263184;,;427;,;"z8w7z0d0d8,""Veal - Leg, Provimi - 50 Lb Max"",Botella,Miboo,gr,nam dui,112,9341,052735,44,92,22,23,35263184,427,"
q2d5a3y2o0,Veal - Inside,Regalo,Jabberbean,cm3,aliquam non,113;;;;;;;,;;12379,03097;,;21;,;46;,;23;,;;30,94757741;,;684;,;q2d5a3y2o0,Veal - Inside,Regalo,Jabberbean,cm3,aliquam non,113,12379,03097,21,46,23,30,94757741,684,
q5b2e1w9v7,Soup Campbells Beef With Veg,Regalo,Wordtune,gr,sed,114;;;;;;;,;;75654,97647;,;9;,;24;,;31;,;;189,1374412;,;543;,;q5b2e1w9v7,Soup Campbells Beef With Veg,Regalo,Wordtune,gr,sed,114,75654,97647,9,24,31,189,1374412,543,
l7f5k9w5f7,Garlic,Ancheta,Avamba,cm3,id,115;;;;;;;,;;11945,56449;,;5;,;15;,;14;,;;29,86391121;,;261;,;l7f5k9w5f7,Garlic,Ancheta,Avamba,cm3,id,115,11945,56449,5,15,14,29,86391121,261,
d6m6c6k4e8,Longos - Chicken Wings,Botella,Zoovu,gr,id luctus,116;;;;;;;,;;69140,90359;,;15;,;34;,;40;,;;172,852259;,;28;,;d6m6c6k4e8,Longos - Chicken Wings,Botella,Zoovu,gr,id luctus,116,69140,90359,15,34,40,172,852259,28,
v2r8h2c3h7,Southern Comfort,Caja,Trudoo,cm3,fusce,117;;;;;;;,;;17299,24867;,;14;,;32;,;14;,;;43,24812168;,;6;,;v2r8h2c3h7,Southern Comfort,Caja,Trudoo,cm3,fusce,117,17299,24867,14,32,14,43,24812168,6,
r7a5e2h3l5,Cleaner - Bleach,Caja,Flipbug,gr,placerat,118;;;;;;;,;;1267,948477;,;34;,;72;,;12;,;;3,169871193;,;760;,;r7a5e2h3l5,Cleaner - Bleach,Caja,Flipbug,gr,placerat,118,1267,948477,34,72,12,3,169871193,760,
f9t1t5v0o4,Soup - Campbells Beef Strogonoff,Ancheta,Demimbu,gr,sed tristique,119;;;;;;;,;;42753,66048;,;25;,;56;,;25;,;;106,8841512;,;441;,;f9t1t5v0o4,Soup - Campbells Beef Strogonoff,Ancheta,Demimbu,gr,sed tristique,119,42753,66048,25,56,25,106,8841512,441,
"e9j2e8k6p4,""Pepper - Chipotle, Canned"",Canasta,Jabbersphere,gr,in felis,120";;;;;;;,;;43543,93553;,;32;,;69;,;50;,;;108,8598388;,;295;,;"e9j2e8k6p4,""Pepper - Chipotle, Canned"",Canasta,Jabbersphere,gr,in felis,120,43543,93553,32,69,50,108,8598388,295,"
s0h8z6t5v1,Chinese Foods - Chicken,Ancheta,Linktype,gr,posuere,121;;;;;;;,;;2248,434514;,;5;,;15;,;40;,;;5,621086286;,;494;,;s0h8z6t5v1,Chinese Foods - Chicken,Ancheta,Linktype,gr,posuere,121,2248,434514,5,15,40,5,621086286,494,
"e8s8s9x8b7,""Oil - Truffle, Black"",Tela,Fivebridge,gr,bibendum,122";;;;;;;,;;6492,155849;,;18;,;40;,;1;,;;16,23038962;,;820;,;"e8s8s9x8b7,""Oil - Truffle, Black"",Tela,Fivebridge,gr,bibendum,122,6492,155849,18,40,1,16,23038962,820,"
"c3f3z8y4g0,""Chicken - Leg, Boneless"",Caja,Realcube,cm3,sociis natoque,123";;;;;;;,;;7641,092523;,;4;,;13;,;11;,;;19,10273131;,;183;,;"c3f3z8y4g0,""Chicken - Leg, Boneless"",Caja,Realcube,cm3,sociis natoque,123,7641,092523,4,13,11,19,10273131,183,"
a3o9c1l5j1,Cloves - Whole,Ancheta,Buzzshare,gr,rutrum,124;;;;;;;,;;14878,17783;,;16;,;38;,;12;,;;37,19544457;,;331;,;a3o9c1l5j1,Cloves - Whole,Ancheta,Buzzshare,gr,rutrum,124,14878,17783,16,38,12,37,19544457,331,
"h5i5a8p9z3,""Wine - Mas Chicet Rose, Vintage"",Bolsa,Flashdog,cm3,volutpat quam,125";;;;;;;,;;56789,06771;,;9;,;23;,;38;,;;141,9726693;,;643;,;"h5i5a8p9z3,""Wine - Mas Chicet Rose, Vintage"",Bolsa,Flashdog,cm3,volutpat quam,125,56789,06771,9,23,38,141,9726693,643,"
"b7t1z2t7j6,""Vodka - Lemon, Absolut"",Bolsa,Wordware,gr,justo,126";;;;;;;,;;44293,89965;,;27;,;60;,;5;,;;110,7347491;,;729;,;"b7t1z2t7j6,""Vodka - Lemon, Absolut"",Bolsa,Wordware,gr,justo,126,44293,89965,27,60,5,110,7347491,729,"
n5x0n7o4w7,Island Oasis - Magarita Mix,Regalo,Riffpath,cm3,felis,127;;;;;;;,;;12622,66353;,;26;,;57;,;24;,;;31,55665882;,;884;,;n5x0n7o4w7,Island Oasis - Magarita Mix,Regalo,Riffpath,cm3,felis,127,12622,66353,26,57,24,31,55665882,884,
p6e3p0h5t0,Beef - Inside Round,Canasta,Eayo,cm3,dapibus,128;;;;;;;,;;40843,58792;,;14;,;33;,;4;,;;102,1089698;,;243;,;p6e3p0h5t0,Beef - Inside Round,Canasta,Eayo,cm3,dapibus,128,40843,58792,14,33,4,102,1089698,243,
n1m0l8h6u1,Appetizer - Cheese Bites,Botella,Photofeed,gr,ut,129;;;;;;;,;;8062,087;,;38;,;82;,;30;,;;20,1552175;,;351;,;n1m0l8h6u1,Appetizer - Cheese Bites,Botella,Photofeed,gr,ut,129,8062,087,38,82,30,20,1552175,351,
s6o1j0f5x6,Wasabi Paste,Paquete,Kanoodle,gr,eu,130;;;;;;;,;;33497,78621;,;46;,;97;,;19;,;;83,74446552;,;667;,;s6o1j0f5x6,Wasabi Paste,Paquete,Kanoodle,gr,eu,130,33497,78621,46,97,19,83,74446552,667,
p1m6a5b3m3,Slt - Individual Portions,Bolsa,Jayo,gr,semper,131;;;;;;;,;;12228,69017;,;13;,;32;,;31;,;;30,57172542;,;81;,;p1m6a5b3m3,Slt - Individual Portions,Bolsa,Jayo,gr,semper,131,12228,69017,13,32,31,30,57172542,81,
z9e3m8n7f7,Yucca,Bolsa,Livefish,gr,id,132;;;;;;;,;;15141,5684;,;3;,;11;,;48;,;;37,85392099;,;55;,;z9e3m8n7f7,Yucca,Bolsa,Livefish,gr,id,132,15141,5684,3,11,48,37,85392099,55,
"t0h1y6g5s1,""Shrimp - 16 - 20 Cooked, Peeled"",Tela,Dabshots,cm3,vestibulum,133";;;;;;;,;;52928,17435;,;23;,;52;,;8;,;;132,3204359;,;973;,;"t0h1y6g5s1,""Shrimp - 16 - 20 Cooked, Peeled"",Tela,Dabshots,cm3,vestibulum,133,52928,17435,23,52,8,132,3204359,973,"
u9j9r9v5m3,Meldea Green Tea Liquor,Bolsa,Gabtype,cm3,morbi,134;;;;;;;,;;18340,55099;,;12;,;29;,;37;,;;45,85137748;,;940;,;u9j9r9v5m3,Meldea Green Tea Liquor,Bolsa,Gabtype,cm3,morbi,134,18340,55099,12,29,37,45,85137748,940,
"r7z9n4o5c3,""Wine - White, Gewurtzraminer"",Caja,Skilith,cm3,vivamus,135";;;;;;;,;;3522,637889;,;20;,;45;,;1;,;;8,806594723;,;379;,;"r7z9n4o5c3,""Wine - White, Gewurtzraminer"",Caja,Skilith,cm3,vivamus,135,3522,637889,20,45,1,8,806594723,379,"
h1p4u5y6n9,Tea - English Breakfast,Caja,Blogtag,cm3,augue quam,136;;;;;;;,;;36643,68516;,;41;,;88;,;36;,;;91,60921289;,;133;,;h1p4u5y6n9,Tea - English Breakfast,Caja,Blogtag,cm3,augue quam,136,36643,68516,41,88,36,91,60921289,133,
"n0q2n7p9r6,""Lettuce - Romaine, Heart"",Paquete,Gabvine,cm3,odio donec,137";;;;;;;,;;60611,70312;,;1;,;7;,;12;,;;151,5292578;,;333;,;"n0q2n7p9r6,""Lettuce - Romaine, Heart"",Paquete,Gabvine,cm3,odio donec,137,60611,70312,1,7,12,151,5292578,333,"
f4a4z9d9t7,Soup Campbells,Botella Plastica,LiveZ,gr,donec odio,138;;;;;;;,;;28490,41184;,;42;,;88;,;20;,;;71,22602961;,;703;,;f4a4z9d9t7,Soup Campbells,Botella Plastica,LiveZ,gr,donec odio,138,28490,41184,42,88,20,71,22602961,703,
m7p4b4h6j6,Broom And Broom Rack White,Caja,Twitterwire,gr,commodo,139;;;;;;;,;;50752,68627;,;48;,;100;,;34;,;;126,8817157;,;785;,;m7p4b4h6j6,Broom And Broom Rack White,Caja,Twitterwire,gr,commodo,139,50752,68627,48,100,34,126,8817157,785,
z9f6f8m5k8,Toothpick Frilled,Regalo,Dabfeed,gr,mauris,140;;;;;;;,;;37645,49325;,;12;,;28;,;37;,;;94,11373311;,;0;,;z9f6f8m5k8,Toothpick Frilled,Regalo,Dabfeed,gr,mauris,140,37645,49325,12,28,37,94,11373311,0,
h6f2k3j5v2,Lobster - Canned Premium,Botella Vidrio,Topicstorm,cm3,sem,141;;;;;;;,;;12845,7533;,;16;,;38;,;31;,;;32,11438326;,;660;,;h6f2k3j5v2,Lobster - Canned Premium,Botella Vidrio,Topicstorm,cm3,sem,141,12845,7533,16,38,31,32,11438326,660,
s2r2r4d3i9,Pail For Lid 1537,Ancheta,Roombo,gr,quis,142;;;;;;;,;;7371,016707;,;36;,;76;,;49;,;;18,42754177;,;673;,;s2r2r4d3i9,Pail For Lid 1537,Ancheta,Roombo,gr,quis,142,7371,016707,36,76,49,18,42754177,673,
"t4x8p9j0n7,""Marsala - Sperone, Fine, D.o.c."",Regalo,Quinu,gr,id,143";;;;;;;,;;34425,09656;,;12;,;29;,;13;,;;86,0627414;,;226;,;"t4x8p9j0n7,""Marsala - Sperone, Fine, D.o.c."",Regalo,Quinu,gr,id,143,34425,09656,12,29,13,86,0627414,226,"
i3y9y7j4w8,Wiberg Cure,Tela,Dynava,gr,nec,144;;;;;;;,;;5668,962294;,;29;,;64;,;28;,;;14,17240574;,;955;,;i3y9y7j4w8,Wiberg Cure,Tela,Dynava,gr,nec,144,5668,962294,29,64,28,14,17240574,955,
"k8n9b6u9o6,""Wine - Red, Concha Y Toro"",Paquete,Quimba,gr,risus,145";;;;;;;,;;7367,050126;,;49;,;102;,;31;,;;18,41762532;,;410;,;"k8n9b6u9o6,""Wine - Red, Concha Y Toro"",Paquete,Quimba,gr,risus,145,7367,050126,49,102,31,18,41762532,410,"
"z4b7l5k0j6,""Water - Spring Water, 355 Ml"",Tela,Quinu,gr,sapien,146";;;;;;;,;;24119,81877;,;27;,;60;,;22;,;;60,29954693;,;227;,;"z4b7l5k0j6,""Water - Spring Water, 355 Ml"",Tela,Quinu,gr,sapien,146,24119,81877,27,60,22,60,29954693,227,"
h5k8w6t4v1,Chicken Thigh - Bone Out,Caja,Gabspot,gr,sed,147;;;;;;;,;;1852,856335;,;31;,;66;,;38;,;;4,632140837;,;443;,;h5k8w6t4v1,Chicken Thigh - Bone Out,Caja,Gabspot,gr,sed,147,1852,856335,31,66,38,4,632140837,443,
e0z3e6w7x5,Sherry - Dry,Botella Vidrio,Vinte,cm3,ac,148;;;;;;;,;;47504,90505;,;25;,;54;,;49;,;;118,7622626;,;164;,;e0z3e6w7x5,Sherry - Dry,Botella Vidrio,Vinte,cm3,ac,148,47504,90505,25,54,49,118,7622626,164,
t4i6r8f7d0,Gelatine Powder,Regalo,Bubbletube,cm3,commodo,149;;;;;;;,;;5645,16092;,;43;,;90;,;8;,;;14,1129023;,;188;,;t4i6r8f7d0,Gelatine Powder,Regalo,Bubbletube,cm3,commodo,149,5645,16092,43,90,8,14,1129023,188,
v0y0e2w5e1,Lemon Tarts,Tela,Tazzy,gr,consequat ut,150;;;;;;;,;;1081,231625;,;48;,;102;,;20;,;;2,703079063;,;811;,;v0y0e2w5e1,Lemon Tarts,Tela,Tazzy,gr,consequat ut,150,1081,231625,48,102,20,2,703079063,811,
w4r7a9k7p3,Vegetable - Base,Bolsa,Mita,gr,cubilia curae,151;;;;;;;,;;22624,6722;,;19;,;43;,;41;,;;56,5616805;,;233;,;w4r7a9k7p3,Vegetable - Base,Bolsa,Mita,gr,cubilia curae,151,22624,6722,19,43,41,56,5616805,233,
v3c9g8m9v6,Beans - Kidney White,Tela,Fanoodle,cm3,in sagittis,152;;;;;;;,;;1,368727576;,;4;,;12;,;37;,;;0,003421819;,;266;,;v3c9g8m9v6,Beans - Kidney White,Tela,Fanoodle,cm3,in sagittis,152,1,368727576,4,12,37,0,003421819,266,
"i8b6w1l8o4,""Rum - Coconut, Malibu"",Regalo,Wordify,cm3,amet eros,153";;;;;;;,;;1414,519911;,;43;,;90;,;29;,;;3,536299777;,;868;,;"i8b6w1l8o4,""Rum - Coconut, Malibu"",Regalo,Wordify,cm3,amet eros,153,1414,519911,43,90,29,3,536299777,868,"
h5v2k1p3u0,Anchovy In Oil,Caja,Topiczoom,cm3,consequat nulla,154;;;;;;;,;;8092,071775;,;22;,;48;,;17;,;;20,23017944;,;518;,;h5v2k1p3u0,Anchovy In Oil,Caja,Topiczoom,cm3,consequat nulla,154,8092,071775,22,48,17,20,23017944,518,
h2b6h0b9s1,Frangelico,Botella Plastica,Edgeify,cm3,sagittis sapien,155;;;;;;;,;;14466,31371;,;28;,;60;,;11;,;;36,16578429;,;308;,;h2b6h0b9s1,Frangelico,Botella Plastica,Edgeify,cm3,sagittis sapien,155,14466,31371,28,60,11,36,16578429,308,
c5n4h6h2i8,Bar - Granola Trail Mix Fruit Nut,Bolsa,Jaxspan,cm3,nonummy integer,156;;;;;;;,;;1892,388194;,;0;,;5;,;47;,;;4,730970484;,;637;,;c5n4h6h2i8,Bar - Granola Trail Mix Fruit Nut,Bolsa,Jaxspan,cm3,nonummy integer,156,1892,388194,0,5,47,4,730970484,637,
w5w6i0o3i4,Soup - Campbells Asian Noodle,Bolsa,Quinu,cm3,mattis,157;;;;;;;,;;49278,71514;,;50;,;105;,;32;,;;123,1967879;,;132;,;w5w6i0o3i4,Soup - Campbells Asian Noodle,Bolsa,Quinu,cm3,mattis,157,49278,71514,50,105,32,123,1967879,132,
y3r2j1g0u2,Wine - Casillero Del Diablo,Caja,Camido,gr,sem mauris,158;;;;;;;,;;54149,30258;,;7;,;20;,;34;,;;135,3732565;,;480;,;y3r2j1g0u2,Wine - Casillero Del Diablo,Caja,Camido,gr,sem mauris,158,54149,30258,7,20,34,135,3732565,480,
"m7x4q3x9c7,""Salsify, Organic"",Ancheta,Rhyzio,cm3,ultrices,159";;;;;;;,;;46395,26266;,;41;,;87;,;49;,;;115,9881567;,;456;,;"m7x4q3x9c7,""Salsify, Organic"",Ancheta,Rhyzio,cm3,ultrices,159,46395,26266,41,87,49,115,9881567,456,"
m2t8q0g1l9,Sultanas,Paquete,Yombu,gr,viverra,160;;;;;;;,;;34318,32639;,;26;,;57;,;33;,;;85,79581599;,;519;,;m2t8q0g1l9,Sultanas,Paquete,Yombu,gr,viverra,160,34318,32639,26,57,33,85,79581599,519,
"b2e3h7y2j9,""Basil - Dry, Rubbed"",Tela,Geba,gr,faucibus orci,161";;;;;;;,;;31411,77819;,;50;,;105;,;12;,;;78,52944548;,;968;,;"b2e3h7y2j9,""Basil - Dry, Rubbed"",Tela,Geba,gr,faucibus orci,161,31411,77819,50,105,12,78,52944548,968,"
p2l8s9k3f0,Bread - Raisin Walnut Oval,Botella Vidrio,Agivu,cm3,blandit ultrices,162;;;;;;;,;;22172,88441;,;6;,;17;,;18;,;;55,43221101;,;792;,;p2l8s9k3f0,Bread - Raisin Walnut Oval,Botella Vidrio,Agivu,cm3,blandit ultrices,162,22172,88441,6,17,18,55,43221101,792,
"k3e0d6m5y1,""Chicken - White Meat, No Tender"",Regalo,Blognation,gr,venenatis non,163";;;;;;;,;;4487,209054;,;15;,;34;,;6;,;;11,21802263;,;739;,;"k3e0d6m5y1,""Chicken - White Meat, No Tender"",Regalo,Blognation,gr,venenatis non,163,4487,209054,15,34,6,11,21802263,739,"
x7w0o4h2i0,Tea - Grapefruit Green Tea,Botella Vidrio,Devcast,gr,nulla sed,164;;;;;;;,;;41326,77392;,;45;,;95;,;12;,;;103,3169348;,;317;,;x7w0o4h2i0,Tea - Grapefruit Green Tea,Botella Vidrio,Devcast,gr,nulla sed,164,41326,77392,45,95,12,103,3169348,317,
n6z1c5g0h6,Rice - Jasmine Sented,Bolsa,Skinte,cm3,amet eleifend,165;;;;;;;,;;8689,53339;,;35;,;75;,;12;,;;21,72383347;,;153;,;n6z1c5g0h6,Rice - Jasmine Sented,Bolsa,Skinte,cm3,amet eleifend,165,8689,53339,35,75,12,21,72383347,153,
z8t7b2f3c4,Wonton Wrappers,Canasta,Topiczoom,cm3,iaculis congue,166;;;;;;;,;;1712,237769;,;26;,;58;,;39;,;;4,280594422;,;44;,;z8t7b2f3c4,Wonton Wrappers,Canasta,Topiczoom,cm3,iaculis congue,166,1712,237769,26,58,39,4,280594422,44,
q8m5c2t0n8,Spinach - Spinach Leaf,Regalo,Mydeo,cm3,augue vestibulum,167;;;;;;;,;;5956,30437;,;49;,;104;,;40;,;;14,89076092;,;886;,;q8m5c2t0n8,Spinach - Spinach Leaf,Regalo,Mydeo,cm3,augue vestibulum,167,5956,30437,49,104,40,14,89076092,886,
"w6z4q0m5u0,""Soup - Campbells, Beef Barley"",Bolsa,Midel,gr,quis,168";;;;;;;,;;6159,74403;,;8;,;22;,;24;,;;15,39936007;,;122;,;"w6z4q0m5u0,""Soup - Campbells, Beef Barley"",Bolsa,Midel,gr,quis,168,6159,74403,8,22,24,15,39936007,122,"
l8r0z7i2f1,Plasticforkblack,Tela,Izio,cm3,augue,169;;;;;;;,;;57163,99859;,;7;,;20;,;14;,;;142,9099965;,;689;,;l8r0z7i2f1,Plasticforkblack,Tela,Izio,cm3,augue,169,57163,99859,7,20,14,142,9099965,689,
p9a2k6x2j4,Bacardi Breezer - Tropical,Paquete,Fanoodle,gr,congue etiam,170;;;;;;;,;;15940,37551;,;28;,;61;,;12;,;;39,85093878;,;591;,;p9a2k6x2j4,Bacardi Breezer - Tropical,Paquete,Fanoodle,gr,congue etiam,170,15940,37551,28,61,12,39,85093878,591,
r0o5d8z2l6,Yogurt - Assorted Pack,Tela,Skibox,cm3,rutrum nulla,171;;;;;;;,;;52871,10069;,;48;,;102;,;12;,;;132,1777517;,;840;,;r0o5d8z2l6,Yogurt - Assorted Pack,Tela,Skibox,cm3,rutrum nulla,171,52871,10069,48,102,12,132,1777517,840,
"t3o2e8y2l8,""Lamb - Pieces, Diced"",Botella,Dabshots,gr,nisi,172";;;;;;;,;;40135,56957;,;19;,;44;,;39;,;;100,3389239;,;232;,;"t3o2e8y2l8,""Lamb - Pieces, Diced"",Botella,Dabshots,gr,nisi,172,40135,56957,19,44,39,100,3389239,232,"
