IDSUCURSAL,IDESTANTE,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA,NIVELDEABASTECIMIENTO
863,863,225,230,277,278,264,13
864,864,171,246,113,174,226,40
865,865,150,168,338,399,458,79
866,866,85,88,200,253,269,49
867,867,309,326,122,124,140,3
868,868,393,449,339,364,567,93
869,869,371,391,358,389,879,16
870,870,241,282,379,409,390,52
871,871,164,180,116,146,409,38
872,872,345,348,104,167,236,12
873,873,327,337,37,88,401,78
874,874,271,310,282,293,427,64
875,875,183,190,146,204,305,92
876,876,35,92,294,298,49,93
877,877,77,77,181,229,898,8
878,878,290,328,372,379,313,87
879,879,369,404,22,23,250,47
880,880,291,292,173,176,997,39
881,881,278,305,4,15,46,26
882,882,348,365,300,369,360,26
883,883,392,394,53,56,895,2
884,884,27,109,366,366,81,26
885,885,226,250,309,325,487,95
886,886,177,196,158,159,26,40
887,887,54,109,260,285,231,71
888,888,60,71,48,60,698,69
889,889,193,206,316,333,505,38
890,890,95,103,247,294,559,5
891,891,34,35,28,51,262,89
892,892,295,304,47,96,91,7
893,893,201,244,227,245,689,82
894,894,66,109,149,189,968,77
895,895,152,194,167,226,684,40
896,896,25,38,160,171,951,84
897,897,250,305,356,358,83,13
898,898,6,32,7,48,859,75
899,899,319,321,371,372,265,3
900,900,223,266,191,277,7,69
901,901,174,175,113,121,122,59
902,902,14,60,317,384,325,40
903,903,149,171,280,320,817,63
904,904,98,103,160,162,85,97
905,905,242,284,328,346,510,3
906,906,230,254,1,2,781,35
907,907,358,432,395,404,320,35
908,908,14,35,182,213,312,26
909,909,3,40,260,309,577,72
910,910,341,344,345,384,885,86
911,911,180,211,212,213,486,77
912,912,32,67,10,16,417,65
913,913,301,302,255,257,408,66
914,914,187,232,135,151,425,93
915,915,173,177,325,339,874,30
916,916,39,43,89,105,590,7
917,917,215,234,351,400,818,46
918,918,373,464,129,144,392,70
919,919,388,447,235,277,129,63
920,920,222,232,149,177,796,21
921,921,23,32,163,189,345,20
922,922,136,137,84,155,780,34
923,923,378,392,298,327,824,63
924,924,287,289,242,252,542,46
925,925,244,275,378,425,180,1
926,926,46,71,283,295,579,16
927,927,183,224,62,118,182,31
928,928,341,409,375,378,303,59
929,929,97,135,335,347,779,76
930,930,362,427,173,179,706,37
931,931,375,449,18,22,282,71
932,932,346,351,73,81,825,21
933,933,322,359,337,387,987,29
934,934,160,208,147,154,604,80
935,935,202,235,102,152,778,93
936,936,140,211,125,136,138,30
937,937,92,115,297,373,431,52
938,938,310,325,192,193,592,42
939,939,357,406,98,168,906,92
940,940,200,249,162,205,586,70
941,941,391,406,372,389,263,19
942,942,108,193,254,267,512,84
943,943,154,173,288,324,569,8
944,944,228,276,362,363,875,9
945,945,134,147,346,358,979,86
946,946,147,157,274,304,46,27
947,947,311,341,330,362,561,77
948,948,385,387,291,363,129,37
949,949,25,93,218,242,362,1
950,950,356,406,322,380,339,13
951,951,110,114,85,137,145,3
952,952,173,182,148,158,444,81
953,953,320,331,281,341,66,65
954,954,296,304,131,162,59,16
955,955,342,344,65,118,426,70
956,956,339,356,5,6,968,91
957,957,99,131,257,262,233,51
958,958,321,403,212,252,308,43
959,959,89,89,222,234,489,74
960,960,61,82,350,379,827,7
961,961,135,156,62,101,12,46
962,962,136,146,376,456,431,45
963,963,258,281,17,30,805,4
964,964,185,241,118,182,373,36
965,965,82,136,260,264,608,17
966,966,165,227,23,38,192,69
967,967,126,135,162,210,82,24
968,968,206,265,195,236,75,28
969,969,139,170,327,357,993,32
970,970,155,186,217,252,494,16
971,971,387,404,346,425,495,8
972,972,117,121,170,231,906,89
973,973,277,293,95,97,648,96
974,974,85,90,328,349,96,32
975,975,388,393,393,458,401,12
976,976,374,388,171,188,760,16
977,977,197,293,34,81,490,89
978,978,255,255,62,95,370,71
979,979,282,289,211,266,671,60
980,980,214,239,19,20,864,29
981,981,101,122,52,80,817,15
982,982,69,75,398,442,356,9
983,983,380,439,103,181,82,7
984,984,199,206,227,289,189,15
985,985,151,160,335,369,10,24
986,986,363,417,15,52,320,37
987,987,303,343,46,73,873,97
988,988,364,406,139,170,614,60
989,989,165,170,389,409,793,97
990,990,133,148,376,388,610,89
991,991,330,375,156,216,892,11
992,992,19,39,399,408,810,88
993,993,244,265,348,379,987,41
994,994,2,90,109,109,470,69
995,995,251,275,105,161,80,98
996,996,70,148,311,351,35,7
997,997,155,197,116,119,808,29
998,998,143,170,292,301,419,66
999,999,387,409,5,13,25,43
1000,1000,182,200,81,99,267,42
1,1001,20,33,141,182,320,19
2,1002,112,142,298,302,625,54
3,1003,128,143,253,266,937,74
4,1004,38,51,284,285,841,34
5,1005,374,452,49,55,516,32
6,1006,56,68,207,208,161,80
7,1007,181,186,41,41,636,30
8,1008,17,39,259,262,646,92
9,1009,379,391,147,204,425,98
10,1010,240,275,24,27,860,33
11,1011,383,402,279,303,389,52
12,1012,301,349,61,68,480,57
13,1013,154,196,387,404,763,61
14,1014,187,190,144,213,186,75
15,1015,254,274,60,86,804,95
16,1016,111,125,386,447,883,14
17,1017,275,284,378,458,582,33
18,1018,208,224,18,58,720,75
19,1019,199,247,190,233,101,1
20,1020,365,368,389,452,0,79
21,1021,102,127,163,164,39,36
22,1022,121,132,1,19,20,38
23,1023,354,424,202,213,100,27
24,1024,89,170,165,234,833,88
25,1025,385,467,164,194,844,15
26,1026,262,278,109,112,860,53
27,1027,314,339,182,210,165,54
28,1028,109,120,138,142,224,67
29,1029,71,106,286,312,157,37
30,1030,71,92,109,155,84,78
31,1031,381,394,11,28,896,2
32,1032,241,245,72,105,104,91
33,1033,373,375,323,323,158,75
34,1034,199,200,352,404,729,52
35,1035,99,122,258,259,236,94
36,1036,229,239,132,142,471,83
37,1037,44,54,248,260,288,87
38,1038,272,308,163,219,173,83
39,1039,146,173,343,348,891,64
40,1040,221,230,93,93,633,5
41,1041,32,32,203,205,625,20
42,1042,210,216,64,64,425,53
43,1043,90,92,357,389,483,4
44,1044,184,204,159,159,420,14
45,1045,373,425,192,220,12,5
46,1046,18,62,61,104,550,55
47,1047,331,378,72,94,262,20
48,1048,329,336,260,343,390,23
49,1049,122,134,281,291,632,85
50,1050,219,311,309,311,106,90
51,1051,84,140,214,303,161,24
52,1052,95,100,392,432,327,65
53,1053,192,251,79,80,956,78
54,1054,84,167,21,28,594,92
55,1055,276,316,376,438,340,97
56,1056,275,276,218,240,459,24
57,1057,83,92,359,371,908,76
58,1058,24,62,358,360,894,85
59,1059,105,130,97,106,108,80
60,1060,337,369,114,123,143,78
61,1061,64,73,171,248,64,72
62,1062,263,277,66,123,269,24
63,1063,239,240,106,113,366,53
64,1064,15,34,29,31,96,11
65,1065,230,270,143,145,655,58
66,1066,270,279,95,137,89,87
67,1067,324,337,343,349,461,32
68,1068,7,7,106,109,718,23
69,1069,236,236,183,199,725,89
70,1070,303,329,265,296,194,35
71,1071,242,252,185,195,61,25
72,1072,89,103,291,304,773,48
73,1073,148,166,317,353,964,42
74,1074,370,414,6,13,13,51
75,1075,50,70,145,145,497,98
76,1076,124,169,95,138,737,73
77,1077,29,96,117,119,138,68
78,1078,278,293,118,197,864,36
79,1079,205,220,17,40,648,30
80,1080,154,198,399,402,839,53
81,1081,374,383,222,234,852,19
82,1082,97,148,290,300,719,11
83,1083,345,348,129,143,543,80
84,1084,203,208,162,173,371,2
85,1085,383,388,368,421,486,70
86,1086,237,319,375,444,498,41
87,1087,182,259,290,317,822,29
88,1088,72,75,251,265,179,10
89,1089,210,235,317,331,518,2
90,1090,328,340,244,309,387,33
91,1091,86,103,238,287,696,24
92,1092,42,90,151,173,640,59
93,1093,321,326,163,176,435,27
94,1094,39,100,316,340,307,87
95,1095,329,330,170,174,194,10
96,1096,398,407,134,174,162,55
97,1097,348,409,283,322,737,1
98,1098,289,333,236,287,928,22
99,1099,1,64,156,195,812,59
100,1100,70,78,385,405,1,17
101,1101,249,259,388,459,80,92
102,1102,139,187,233,296,696,61
103,1103,207,233,277,363,42,25
104,1104,5,36,188,258,659,95
105,1105,224,237,291,299,59,56
106,1106,200,203,192,218,892,18
107,1107,284,289,376,391,572,71
108,1108,194,215,164,170,965,33
109,1109,259,261,307,374,576,11
110,1110,395,414,330,345,790,38
111,1111,268,284,378,380,261,39
112,1112,72,99,170,190,817,13
113,1113,323,333,200,219,757,86
114,1114,292,293,20,21,142,4
115,1115,397,452,259,299,721,29
116,1116,48,88,158,211,380,86
117,1117,84,86,132,160,595,6
118,1118,273,292,154,178,297,48
119,1119,297,336,1,62,271,9
120,1120,231,248,342,410,432,9
121,1121,19,44,281,298,638,9
122,1122,82,164,348,352,455,16
123,1123,73,95,110,142,209,10
124,1124,272,292,383,428,775,15
125,1125,330,343,200,204,576,51
126,1126,33,58,199,204,920,12
127,1127,227,232,74,86,445,51
128,1128,81,102,273,286,31,90
129,1129,82,85,160,178,630,79
130,1130,169,177,174,185,307,76
131,1131,260,271,7,51,102,3
132,1132,66,102,304,307,587,30
133,1133,265,310,172,195,485,21
134,1134,367,367,83,102,558,59
135,1135,278,311,357,369,797,61
136,1136,224,228,253,257,609,86
137,1137,91,104,234,235,858,95
138,1138,367,374,272,289,899,33
139,1139,327,400,177,203,478,75
140,1140,63,68,345,348,748,81
141,1141,104,133,237,273,76,63
142,1142,257,339,366,386,240,56
143,1143,317,319,78,80,507,28
144,1144,281,296,87,102,554,96
145,1145,373,385,89,123,13,97
146,1146,59,70,24,67,219,75
147,1147,307,319,308,314,841,9
148,1148,70,91,158,164,884,96
149,1149,294,305,190,232,674,59
150,1150,314,322,28,79,408,100
151,1151,261,276,239,287,416,74
152,1152,256,287,390,462,808,5
153,1153,178,187,187,206,132,68
154,1154,114,179,240,249,68,7
155,1155,392,414,96,100,482,60
156,1156,192,199,43,82,940,98
157,1157,252,257,318,335,447,67
158,1158,213,236,24,26,414,53
159,1159,315,325,236,248,765,12
160,1160,155,211,48,74,269,81
161,1161,252,275,100,129,920,65
162,1162,233,273,276,288,273,13
163,1163,167,176,289,299,639,47
164,1164,204,223,103,104,435,26
165,1165,209,209,372,435,32,29
166,1166,300,321,177,208,360,7
167,1167,179,185,338,352,25,63
168,1168,330,359,283,288,242,83
169,1169,359,379,190,216,154,70
170,1170,229,262,303,305,980,67
171,1171,367,388,286,298,154,57
172,1172,377,386,144,176,596,45
173,1173,291,331,204,232,715,52
174,1174,263,278,321,359,805,9
175,1175,264,271,33,37,970,99
176,1176,116,125,0,28,347,62
177,1177,262,270,249,261,885,93
178,1178,100,119,57,71,960,10
179,1179,234,238,373,387,515,29
180,1180,226,256,193,200,97,36
181,1181,195,200,225,262,727,67
182,1182,333,337,315,328,733,19
183,1183,301,337,3,52,455,25
184,1184,77,89,213,225,673,84
185,1185,9,28,364,392,286,25
186,1186,216,226,213,230,774,80
187,1187,338,362,43,61,410,12
188,1188,82,86,172,228,488,89
189,1189,382,438,248,272,715,92
190,1190,336,415,230,231,769,26
191,1191,120,135,130,134,128,27
192,1192,189,225,60,78,529,33
193,1193,358,377,23,28,451,46
194,1194,374,380,48,123,148,47
195,1195,376,379,85,143,459,39
196,1196,126,136,284,373,717,41
197,1197,19,39,224,244,637,72
198,1198,90,91,270,272,753,53
199,1199,60,65,141,213,261,75
200,1200,40,78,295,299,627,43
201,1201,168,206,316,318,190,44
202,1202,60,62,182,209,571,48
203,1203,307,352,97,109,949,13
204,1204,69,85,166,188,874,93
205,1205,180,186,268,282,59,97
206,1206,275,278,265,284,288,60
207,1207,238,239,2,29,785,74
208,1208,127,131,137,165,208,88
209,1209,131,133,20,38,784,79
210,1210,306,357,308,331,241,29
211,1211,51,55,165,168,497,37
212,1212,290,297,191,195,845,38
213,1213,69,70,180,187,32,60
214,1214,133,173,257,298,516,86
215,1215,230,249,122,162,198,50
216,1216,99,117,119,126,599,71
217,1217,163,168,62,122,955,58
218,1218,361,384,61,85,167,76
219,1219,285,362,108,146,816,72
220,1220,186,190,6,26,516,61
221,1221,211,288,190,229,735,4
222,1222,129,146,284,303,566,55
223,1223,0,1,218,226,945,59
224,1224,104,133,339,366,934,86
225,1225,387,482,241,261,473,2
226,1226,246,341,94,140,597,93
227,1227,121,122,152,157,435,22
228,1228,208,264,141,148,545,59
229,1229,305,314,216,216,820,91
230,1230,317,356,41,43,602,78
231,1231,191,227,20,36,532,55
232,1232,12,71,333,396,18,91
233,1233,178,189,214,253,347,30
234,1234,47,65,15,45,659,80
235,1235,10,11,207,210,754,66
236,1236,95,97,226,253,417,80
237,1237,315,379,67,87,82,19
238,1238,245,278,152,194,578,13
239,1239,289,324,275,299,732,15
240,1240,95,119,285,300,496,33
241,1241,59,99,347,361,538,12
242,1242,371,398,103,114,212,74
243,1243,399,406,106,153,482,65
244,1244,22,74,325,327,646,11
245,1245,100,102,230,232,837,94
246,1246,123,132,371,445,129,2
247,1247,300,351,224,227,130,44
248,1248,260,312,175,194,586,19
249,1249,332,353,275,301,342,8
250,1250,134,135,350,354,80,2
251,1251,40,132,58,60,174,29
252,1252,256,289,6,7,825,52
253,1253,51,106,31,34,540,87
254,1254,265,276,318,354,511,9
255,1255,366,383,54,104,408,11
256,1256,93,177,359,383,871,79
257,1257,74,92,82,153,172,76
258,1258,335,355,187,220,654,31
259,1259,318,334,51,61,813,98
260,1260,324,351,221,242,220,6
261,1261,306,353,145,154,472,10
262,1262,83,83,95,126,563,61
263,1263,272,359,183,186,737,4
264,1264,40,87,384,401,191,35
265,1265,74,78,395,441,522,92
266,1266,385,406,200,207,744,73
267,1267,163,168,141,189,856,39
268,1268,73,109,159,163,636,81
269,1269,125,167,263,272,671,26
270,1270,231,232,102,167,430,53
271,1271,208,256,399,417,251,90
272,1272,162,232,131,163,697,11
273,1273,80,82,216,217,902,99
274,1274,190,193,38,44,131,14
275,1275,284,312,310,334,335,54
276,1276,78,83,35,39,741,93
277,1277,1,2,64,109,938,96
278,1278,385,409,124,125,999,46
279,1279,185,213,373,388,601,93
280,1280,367,429,322,358,256,79
281,1281,398,464,161,162,810,2
282,1282,83,105,272,333,480,32
283,1283,323,333,244,245,607,4
284,1284,44,52,16,40,66,18
285,1285,124,134,119,124,45,19
286,1286,132,133,93,100,176,21
287,1287,59,62,116,120,483,47
288,1288,196,244,20,29,858,49
289,1289,311,312,188,262,933,23
290,1290,300,330,336,350,566,80
291,1291,202,208,284,360,883,27
292,1292,41,100,35,66,490,40
293,1293,51,66,45,48,876,4
294,1294,252,301,29,57,587,87
295,1295,33,46,30,107,613,74
296,1296,318,342,228,229,308,61
297,1297,320,343,222,287,898,26
298,1298,326,333,40,44,402,84
299,1299,323,329,356,365,264,12
300,1300,275,287,193,213,43,60
301,1301,269,301,81,84,615,18
302,1302,299,334,106,151,318,8
303,1303,213,246,143,165,162,90
304,1304,192,207,189,225,309,24
305,1305,254,317,348,362,971,38
306,1306,61,112,210,242,452,35
307,1307,132,134,18,31,768,58
308,1308,329,334,289,355,992,28
309,1309,295,323,220,292,561,42
310,1310,79,114,22,28,322,63
311,1311,98,118,182,199,114,25
312,1312,58,84,69,106,998,97
313,1313,376,376,277,282,321,22
314,1314,218,220,267,311,73,88
315,1315,211,259,219,235,116,70
316,1316,262,265,27,37,404,70
317,1317,358,365,73,98,439,54
318,1318,37,45,359,371,50,36
319,1319,361,418,309,383,190,85
320,1320,3,76,147,171,46,60
321,1321,162,248,296,307,299,47
322,1322,105,114,360,373,596,53
323,1323,89,90,173,176,458,87
324,1324,108,170,229,260,953,56
325,1325,109,119,156,171,273,8
326,1326,181,201,78,79,836,47
327,1327,118,213,346,361,330,89
328,1328,321,373,31,77,980,15
329,1329,274,357,294,326,899,47
330,1330,218,218,132,144,466,82
331,1331,296,298,391,394,570,18
332,1332,119,135,34,61,717,36
333,1333,147,147,166,167,278,88
334,1334,312,314,83,116,762,49
335,1335,191,194,33,46,606,57
336,1336,218,225,321,343,604,92
337,1337,275,283,357,365,204,6
338,1338,98,99,320,408,194,25
339,1339,326,346,257,272,387,71
340,1340,54,92,349,359,886,19
341,1341,236,236,41,41,27,52
342,1342,279,330,174,198,44,15
343,1343,24,71,171,253,54,95
344,1344,357,387,250,282,25,7
345,1345,268,292,137,202,543,60
346,1346,255,302,172,199,521,61
347,1347,323,324,74,79,612,46
348,1348,0,38,49,84,857,85
349,1349,250,266,250,311,460,98
350,1350,207,210,169,226,703,58
351,1351,191,257,197,203,283,5
352,1352,210,237,40,49,108,64
353,1353,41,65,386,400,833,64
354,1354,150,189,145,175,779,73
355,1355,226,259,328,374,255,61
356,1356,249,304,237,237,853,28
357,1357,303,303,150,181,780,91
358,1358,381,391,261,262,325,48
359,1359,21,108,116,122,237,48
360,1360,281,357,10,64,112,53
361,1361,206,211,276,361,728,16
362,1362,98,164,185,228,258,51
363,1363,41,42,378,438,533,90
364,1364,266,291,16,58,593,90
365,1365,169,232,320,379,513,14
366,1366,351,355,214,239,894,50
367,1367,130,145,85,153,4,21
368,1368,117,122,161,164,483,74
369,1369,353,386,198,250,831,46
370,1370,151,180,6,28,98,6
371,1371,231,309,392,419,104,18
372,1372,158,170,251,270,87,94
373,1373,294,304,99,124,259,10
374,1374,23,30,164,200,84,1
375,1375,13,56,120,156,1000,92
376,1376,215,294,92,149,224,79
377,1377,337,339,393,424,907,29
378,1378,85,104,146,163,348,91
379,1379,248,251,160,209,571,8
380,1380,117,125,212,254,873,82
381,1381,360,373,245,280,246,29
382,1382,351,399,311,314,699,64
383,1383,248,281,294,326,180,34
384,1384,123,152,129,167,704,37
385,1385,352,369,238,239,361,84
386,1386,160,172,120,134,658,89
387,1387,249,320,115,116,63,30
388,1388,269,280,137,160,658,83
389,1389,267,276,35,43,106,100
390,1390,257,290,271,329,425,80
391,1391,131,169,92,103,937,59
392,1392,218,261,79,84,266,42
393,1393,83,120,32,39,186,7
394,1394,151,157,82,84,743,3
395,1395,359,421,28,34,988,85
396,1396,166,177,62,90,82,89
397,1397,285,340,117,127,727,89
398,1398,123,127,237,245,456,48
399,1399,134,172,364,413,490,46
400,1400,254,284,291,339,182,31
401,1401,115,152,64,145,574,81
402,1402,31,55,236,236,853,75
403,1403,198,198,42,83,967,7
404,1404,306,340,150,150,134,97
405,1405,49,126,263,328,794,92
406,1406,247,299,10,54,410,17
407,1407,308,383,359,384,474,40
408,1408,233,303,206,226,51,88
409,1409,230,243,290,320,378,73
410,1410,246,260,307,326,799,59
411,1411,213,229,320,405,352,71
412,1412,86,86,391,441,178,60
413,1413,259,298,302,312,489,82
414,1414,92,100,117,137,532,8
415,1415,244,251,319,321,601,33
416,1416,34,62,22,28,210,65
417,1417,184,213,233,267,835,4
418,1418,9,13,90,91,931,8
419,1419,322,332,222,255,689,41
420,1420,234,250,293,319,666,39
421,1421,87,90,263,279,143,22
422,1422,41,58,326,343,373,96
423,1423,273,315,263,276,384,2
424,1424,76,97,388,420,414,34
425,1425,105,114,198,239,635,64
426,1426,97,113,22,38,909,68
427,1427,323,372,26,33,295,93
428,1428,383,426,44,103,321,49
429,1429,70,92,31,67,305,55
430,1430,252,261,317,322,179,90
431,1431,363,404,346,390,952,48
432,1432,390,427,79,96,657,14
433,1433,369,400,133,143,324,96
434,1434,185,187,397,471,858,5
435,1435,115,150,71,88,721,24
436,1436,144,167,40,98,774,9
437,1437,89,91,205,285,123,83
438,1438,96,115,343,411,912,14
439,1439,253,264,109,112,900,15
440,1440,42,78,302,303,760,82
441,1441,214,237,7,17,767,23
442,1442,217,241,51,79,485,7
443,1443,119,139,305,307,974,9
444,1444,211,225,70,72,766,14
445,1445,98,126,138,163,479,58
446,1446,320,336,245,253,245,5
447,1447,68,94,398,411,612,64
448,1448,42,120,270,310,410,52
449,1449,2,14,304,308,645,10
450,1450,145,145,114,131,337,4
451,1451,211,212,168,246,564,32
