IDSUCURSAL,IDBODEGA,CAPACIDADVOLUMEN,CAPACIDADTOTALVOLUMEN,CAPACIDADPESO,CAPACIDADTOTALPESO,CATEGORIA
988,988,283,293,45,60,735
989,989,391,401,51,52,144
990,990,252,328,390,412,848
991,991,378,379,112,118,752
992,992,133,159,54,92,246
993,993,245,260,132,182,414
994,994,369,404,93,143,375
995,995,267,302,27,28,290
996,996,250,324,252,259,283
997,997,34,65,290,301,548
998,998,351,355,47,63,473
999,999,365,366,361,361,406
1000,1000,227,299,238,242,925
1,1001,166,169,262,271,227
2,1002,234,241,6,23,340
3,1003,150,152,323,341,800
4,1004,185,189,317,357,978
5,1005,113,142,49,103,163
6,1006,325,368,122,132,514
7,1007,82,149,330,338,84
8,1008,354,362,391,407,602
9,1009,152,184,215,267,830
10,1010,334,386,358,358,469
11,1011,19,37,339,344,759
12,1012,209,240,122,152,887
13,1013,181,185,254,285,768
14,1014,187,229,398,437,863
15,1015,387,415,375,420,339
16,1016,294,341,86,86,511
17,1017,37,77,51,67,766
18,1018,334,345,278,287,2
19,1019,138,156,266,306,136
20,1020,211,214,363,410,460
21,1021,163,187,278,358,264
22,1022,384,402,190,198,872
23,1023,348,384,334,357,871
24,1024,107,127,43,43,483
25,1025,28,30,155,165,638
26,1026,190,201,386,411,539
27,1027,310,351,388,398,572
28,1028,139,205,340,381,519
29,1029,278,278,186,189,527
30,1030,220,252,176,188,350
31,1031,123,125,217,310,522
32,1032,392,409,175,181,520
33,1033,300,313,98,122,594
34,1034,347,399,42,92,233
35,1035,31,72,320,348,989
36,1036,98,113,41,108,601
37,1037,293,313,209,264,971
38,1038,241,250,378,390,709
39,1039,290,292,324,335,552
40,1040,52,69,112,197,436
41,1041,195,209,326,376,894
42,1042,122,152,330,354,987
43,1043,73,119,17,24,518
44,1044,104,172,279,304,974
45,1045,347,379,19,48,412
46,1046,121,141,19,30,262
47,1047,97,99,49,51,281
48,1048,271,280,238,252,592
49,1049,102,105,148,172,658
50,1050,384,388,130,149,55
51,1051,186,191,26,41,575
52,1052,338,351,213,271,464
53,1053,93,101,7,9,882
54,1054,301,361,83,122,487
55,1055,363,387,78,93,100
56,1056,102,110,118,143,145
57,1057,338,365,304,332,694
58,1058,372,428,229,269,344
59,1059,124,193,176,185,552
60,1060,134,171,369,376,88
61,1061,120,153,391,442,243
62,1062,327,368,277,277,251
63,1063,161,192,138,146,540
64,1064,28,46,237,244,812
65,1065,295,296,82,117,440
66,1066,321,338,197,225,47
67,1067,91,98,340,358,949
68,1068,4,14,296,320,82
69,1069,338,341,296,305,137
70,1070,261,295,25,30,78
71,1071,77,85,109,112,757
72,1072,14,14,104,164,233
73,1073,366,372,73,93,391
74,1074,64,70,336,377,757
75,1075,317,370,157,220,70
76,1076,38,42,189,190,427
77,1077,318,361,151,161,98
78,1078,114,157,172,185,647
79,1079,362,408,71,77,943
80,1080,93,99,358,429,769
81,1081,145,220,119,121,219
82,1082,71,103,317,321,836
83,1083,184,195,352,356,499
84,1084,259,275,386,397,692
85,1085,392,392,228,228,650
86,1086,305,352,339,342,483
87,1087,40,59,88,96,84
88,1088,353,357,88,148,857
89,1089,327,330,299,324,680
90,1090,359,374,16,18,691
91,1091,75,76,383,389,380
92,1092,77,103,61,80,137
93,1093,366,373,182,199,344
94,1094,288,334,207,210,745
95,1095,369,401,265,271,482
96,1096,145,150,235,260,330
97,1097,194,198,248,285,155
98,1098,245,246,325,348,650
99,1099,182,185,396,401,139
100,1100,51,92,360,376,118
101,1101,279,283,375,375,850
102,1102,285,313,251,266,214
103,1103,199,227,215,227,247
104,1104,54,56,148,166,715
105,1105,235,239,163,173,759
106,1106,73,89,2,53,756
107,1107,24,38,304,323,810
108,1108,364,442,33,58,866
109,1109,23,66,205,240,755
110,1110,164,167,129,171,935
111,1111,50,69,226,246,922
112,1112,55,61,163,188,451
113,1113,288,352,397,414,860
114,1114,113,114,371,379,365
115,1115,327,341,279,288,656
116,1116,222,226,225,234,248
117,1117,111,124,185,242,10
118,1118,100,158,327,341,1000
119,1119,275,294,31,34,539
120,1120,168,172,251,252,445
121,1121,108,109,227,274,444
122,1122,368,371,310,311,105
123,1123,138,140,151,199,68
124,1124,363,438,1,42,824
125,1125,343,378,137,175,142
126,1126,302,348,141,172,878
127,1127,103,150,15,21,588
128,1128,325,337,361,366,936
129,1129,77,134,366,370,111
130,1130,288,317,292,345,990
131,1131,279,317,110,121,294
132,1132,234,250,43,69,161
133,1133,18,34,60,94,947
134,1134,12,34,237,308,576
135,1135,161,185,78,135,541
136,1136,132,169,40,55,169
137,1137,107,107,351,364,630
138,1138,321,332,138,171,676
139,1139,282,312,285,290,358
140,1140,304,313,41,77,286
141,1141,117,125,175,191,612
142,1142,62,78,32,108,92
143,1143,327,333,71,110,798
144,1144,236,309,213,230,743
145,1145,91,138,237,251,695
146,1146,55,78,271,318,91
147,1147,262,267,71,72,586
148,1148,207,227,123,156,991
149,1149,293,331,54,84,673
150,1150,280,321,77,87,123
151,1151,327,337,248,252,296
152,1152,380,458,216,223,450
153,1153,22,24,133,153,881
154,1154,128,136,210,264,106
155,1155,180,189,211,212,62
156,1156,295,296,263,264,574
157,1157,285,286,394,399,103
158,1158,239,271,354,356,350
159,1159,205,248,300,312,923
160,1160,52,60,233,262,956
161,1161,125,125,35,41,636
162,1162,37,39,399,460,952
163,1163,167,170,51,53,626
164,1164,236,244,253,285,372
165,1165,277,313,162,181,509
166,1166,72,117,275,293,757
167,1167,152,183,176,201,903
168,1168,58,96,281,284,126
169,1169,278,324,2,10,798
170,1170,20,50,251,289,120
171,1171,28,73,189,244,944
172,1172,84,101,314,314,26
173,1173,110,124,177,190,36
174,1174,262,326,281,347,928
175,1175,315,333,222,224,159
176,1176,199,222,149,154,512
177,1177,159,217,357,439,745
178,1178,388,418,153,205,271
179,1179,288,321,384,466,774
180,1180,119,164,288,300,49
181,1181,150,217,191,242,571
182,1182,257,287,82,128,207
183,1183,129,146,95,136,966
184,1184,59,69,173,175,357
185,1185,279,285,91,158,425
186,1186,8,20,101,162,345
187,1187,157,205,332,337,733
188,1188,258,272,70,107,798
189,1189,28,36,370,383,268
190,1190,396,401,311,321,376
191,1191,384,427,174,192,852
192,1192,380,386,289,289,141
193,1193,11,25,317,375,826
194,1194,107,113,334,423,988
195,1195,199,222,113,131,380
196,1196,255,275,236,260,490
197,1197,110,177,224,266,19
198,1198,222,232,19,29,439
199,1199,187,242,265,286,824
200,1200,388,423,352,361,584
201,1201,166,179,317,350,643
202,1202,311,352,48,54,153
203,1203,146,155,81,112,539
204,1204,166,167,61,83,373
205,1205,67,72,358,374,971
206,1206,248,266,218,277,764
207,1207,264,303,296,302,408
208,1208,199,205,111,125,4
209,1209,365,366,230,292,266
210,1210,98,116,39,41,431
211,1211,248,299,285,359,776
212,1212,269,270,264,267,483
213,1213,254,258,80,84,608
214,1214,78,150,348,372,445
215,1215,151,209,41,86,828
216,1216,361,403,118,123,728
217,1217,153,160,364,455,919
218,1218,270,286,72,133,227
219,1219,100,105,94,132,847
220,1220,45,64,346,395,135
221,1221,191,192,296,300,88
222,1222,256,323,115,193,746
223,1223,23,36,130,184,312
224,1224,382,390,398,410,898
225,1225,242,270,351,357,326
226,1226,131,149,166,187,523
227,1227,399,412,38,48,177
228,1228,15,68,98,120,336
229,1229,30,40,263,266,859
230,1230,43,87,183,202,737
231,1231,339,373,162,171,826
232,1232,291,294,125,167,822
233,1233,126,136,197,228,727
234,1234,129,155,4,4,306
235,1235,210,233,79,150,494
236,1236,143,215,84,95,863
237,1237,92,153,138,143,345
238,1238,323,328,196,214,721
239,1239,198,215,330,348,763
240,1240,76,101,119,121,571
241,1241,252,306,315,316,242
242,1242,142,142,366,392,419
243,1243,354,373,45,50,722
244,1244,171,185,245,303,285
245,1245,315,340,376,380,628
246,1246,169,230,236,255,973
247,1247,330,337,338,348,399
248,1248,329,351,37,44,17
249,1249,175,194,108,122,959
250,1250,148,159,389,466,312
251,1251,361,422,374,431,457
252,1252,129,130,19,73,768
253,1253,256,297,39,53,160
254,1254,353,373,144,165,975
255,1255,124,126,323,342,177
256,1256,341,363,146,171,998
257,1257,15,89,129,167,795
258,1258,162,196,28,60,809
259,1259,316,320,5,14,973
260,1260,383,412,270,276,480
261,1261,366,375,38,93,71
262,1262,179,197,374,432,110
263,1263,284,284,181,210,180
264,1264,257,313,351,359,957
265,1265,220,225,189,210,93
266,1266,167,201,386,453,55
267,1267,8,31,286,293,807
268,1268,219,221,395,405,176
269,1269,394,400,72,80,534
270,1270,348,380,188,216,444
271,1271,380,384,183,199,700
272,1272,87,117,66,150,385
273,1273,243,263,197,206,206
274,1274,386,418,144,185,714
275,1275,39,71,237,247,175
276,1276,135,147,168,233,741
277,1277,143,155,328,329,925
278,1278,89,102,288,295,493
279,1279,362,407,152,201,19
280,1280,76,120,195,223,204
281,1281,338,398,160,233,808
282,1282,292,362,269,317,487
283,1283,41,63,83,88,777
284,1284,152,157,153,163,245
285,1285,280,287,27,43,839
286,1286,388,402,34,120,361
287,1287,179,219,167,167,344
288,1288,40,74,376,384,395
289,1289,303,368,194,276,223
290,1290,315,318,209,228,931
291,1291,307,386,272,275,726
292,1292,100,119,185,203,872
293,1293,117,160,129,203,66
294,1294,59,106,188,218,846
295,1295,86,88,133,145,164
296,1296,363,391,17,18,188
297,1297,122,191,297,348,290
298,1298,77,150,204,220,109
299,1299,45,72,49,66,163
300,1300,295,326,308,368,193
301,1301,5,52,194,215,618
302,1302,127,194,43,50,118
303,1303,261,283,205,221,997
304,1304,134,168,50,54,756
305,1305,7,41,113,165,575
306,1306,381,386,3,7,591
307,1307,166,173,235,256,60
308,1308,12,18,118,182,586
309,1309,375,392,189,200,852
310,1310,265,323,258,294,871
311,1311,350,376,165,167,598
312,1312,235,276,306,315,454
313,1313,358,399,65,76,586
314,1314,25,30,68,113,546
315,1315,185,191,259,291,641
316,1316,397,416,159,166,693
317,1317,399,481,223,277,441
318,1318,311,328,223,270,472
319,1319,15,58,231,299,169
320,1320,168,193,334,336,967
321,1321,87,133,266,281,789
322,1322,363,380,170,170,962
323,1323,296,330,294,295,939
324,1324,153,205,206,257,697
325,1325,258,260,41,54,580
326,1326,174,180,38,49,134
327,1327,85,105,264,326,891
328,1328,340,386,9,20,416
329,1329,147,190,121,129,470
330,1330,165,209,194,194,177
331,1331,142,194,120,135,271
332,1332,134,181,269,310,488
333,1333,346,362,311,365,784
334,1334,45,61,231,237,123
335,1335,203,240,211,220,351
336,1336,365,395,284,304,449
337,1337,358,394,191,206,787
338,1338,310,350,253,271,97
339,1339,146,161,301,321,744
340,1340,246,251,380,457,488
341,1341,361,390,241,242,99
342,1342,211,216,365,376,448
343,1343,98,118,275,298,407
344,1344,42,42,152,172,208
345,1345,47,112,35,57,828
346,1346,37,83,112,158,979
347,1347,278,293,285,285,400
348,1348,28,35,69,129,620
349,1349,123,128,77,109,160
350,1350,192,199,383,391,174
351,1351,144,210,206,234,278
352,1352,17,21,49,50,180
353,1353,249,294,5,34,873
354,1354,345,350,331,345,794
355,1355,307,345,241,283,303
356,1356,163,180,257,297,307
357,1357,110,130,240,259,84
358,1358,397,451,353,386,939
359,1359,275,351,261,285,995
360,1360,198,233,211,230,651
361,1361,258,260,35,48,288
362,1362,337,350,129,178,581
363,1363,76,82,369,380,882
364,1364,357,395,82,136,243
365,1365,306,338,191,210,34
366,1366,220,245,133,148,375
367,1367,252,264,120,125,129
368,1368,38,86,334,336,23
369,1369,68,121,396,410,550
370,1370,224,231,100,117,145
371,1371,45,49,60,99,226
372,1372,73,74,195,232,812
373,1373,147,161,265,266,45
374,1374,255,262,339,403,872
375,1375,179,186,261,308,394
376,1376,192,218,384,386,553
377,1377,286,335,155,199,236
378,1378,239,258,304,306,956
379,1379,101,110,394,412,61
380,1380,300,311,162,175,370
381,1381,308,319,310,360,815
382,1382,350,382,10,12,195
383,1383,292,330,387,410,758
384,1384,224,286,218,228,135
385,1385,8,11,155,214,412
386,1386,204,255,373,387,356
387,1387,396,444,197,208,994
388,1388,30,62,67,71,217
389,1389,228,290,374,374,339
390,1390,295,307,80,99,648
391,1391,238,239,26,82,128
392,1392,230,284,315,336,217
393,1393,224,240,376,445,940
394,1394,73,100,269,306,911
395,1395,155,200,278,297,448
396,1396,38,44,98,172,815
397,1397,310,365,204,263,522
398,1398,96,165,212,223,328
399,1399,277,304,386,438,419
400,1400,370,424,223,241,664
401,1401,288,301,199,205,254
402,1402,215,219,184,209,200
403,1403,214,219,187,187,946
404,1404,341,353,322,328,445
405,1405,157,177,304,364,845
406,1406,146,172,390,421,443
407,1407,46,95,264,276,338
408,1408,144,208,379,383,618
409,1409,17,24,371,417,144
410,1410,242,259,138,179,302
411,1411,336,411,264,339,990
412,1412,388,398,74,130,666
413,1413,253,282,153,159,194
414,1414,186,189,265,270,777
415,1415,371,386,100,151,361
416,1416,5,60,72,84,450
417,1417,296,345,128,170,557
418,1418,95,177,375,386,338
419,1419,62,160,30,120,444
420,1420,53,137,292,303,613
421,1421,220,221,226,253,999
422,1422,27,90,162,195,303
423,1423,82,120,396,402,531
424,1424,90,93,106,150,751
425,1425,267,283,229,230,375
426,1426,391,392,299,313,130
427,1427,51,114,338,342,499
428,1428,108,112,397,463,881
429,1429,236,243,227,242,854
430,1430,358,427,324,325,168
431,1431,262,275,11,39,294
432,1432,309,330,15,31,202
433,1433,82,83,212,217,853
434,1434,297,298,329,341,620
435,1435,211,258,299,357,678
436,1436,80,85,86,112,981
437,1437,337,353,79,100,753
438,1438,103,118,169,223,830
439,1439,59,141,150,151,788
440,1440,21,22,383,441,121
441,1441,357,360,195,197,350
442,1442,296,299,295,309,643
443,1443,396,397,287,289,398
444,1444,254,256,95,156,183
445,1445,367,376,104,148,696
446,1446,261,271,240,304,704
447,1447,68,76,276,287,525
448,1448,114,203,152,170,663
449,1449,289,330,207,277,550
450,1450,46,100,325,341,319
451,1451,390,443,37,70,6
452,1452,60,70,262,312,633
453,1453,239,241,186,228,547
454,1454,28,49,158,163,210
455,1455,298,312,281,300,433
456,1456,122,164,4,16,24
457,1457,51,93,391,463,953
458,1458,87,146,370,396,418
459,1459,32,101,352,401,127
460,1460,248,263,348,392,901
461,1461,100,120,362,379,717
462,1462,313,314,123,128,547
463,1463,385,408,242,283,605
464,1464,113,114,69,130,794
465,1465,127,176,56,107,288
466,1466,58,91,100,137,921
467,1467,264,290,19,54,926
468,1468,344,350,318,326,68
469,1469,28,46,355,356,97
470,1470,285,301,88,104,419
471,1471,368,397,326,351,445
472,1472,313,323,186,235,865
473,1473,120,149,33,37,323
474,1474,156,180,310,334,96
475,1475,249,330,288,295,244
476,1476,202,223,12,87,211
477,1477,109,156,369,373,515
478,1478,336,348,177,220,56
479,1479,87,112,210,210,15
480,1480,338,339,95,100,176
481,1481,248,257,63,112,633
482,1482,76,93,44,75,785
483,1483,137,216,181,221,223
484,1484,127,147,64,68,261
485,1485,94,178,192,198,913
486,1486,30,38,83,126,417
487,1487,384,398,46,72,172
488,1488,69,123,207,215,447
489,1489,118,148,205,242,267
490,1490,387,388,316,317,99
491,1491,396,417,359,395,505
492,1492,109,119,306,319,687
493,1493,238,290,163,185,650
494,1494,298,308,270,280,189
495,1495,113,165,140,157,326
496,1496,165,176,378,439,702
497,1497,309,328,335,359,937
498,1498,316,318,382,409,744
499,1499,181,184,21,83,874
500,1500,333,348,50,52,645
501,1501,272,333,120,166,844
502,1502,169,215,380,404,317
503,1503,392,437,199,203,529
504,1504,268,324,246,265,27
505,1505,369,403,185,191,945
506,1506,368,405,76,82,73
507,1507,182,210,30,41,22
508,1508,308,341,302,337,972
509,1509,218,269,12,54,207
510,1510,171,208,391,447,435
511,1511,111,117,119,141,10
512,1512,160,218,248,256,602
513,1513,119,146,33,49,301
514,1514,271,273,283,285,326
515,1515,209,275,17,53,332
516,1516,395,421,87,95,661
517,1517,367,375,199,203,782
518,1518,62,78,241,248,795
519,1519,30,54,242,244,530
520,1520,202,220,386,413,428
521,1521,92,97,272,306,687
522,1522,386,389,331,373,602
523,1523,152,153,62,64,631
524,1524,98,98,143,147,632
525,1525,338,340,329,367,776
526,1526,375,378,391,439,997
527,1527,82,83,186,196,927
528,1528,324,333,88,96,671
529,1529,200,231,345,362,696
530,1530,308,382,81,136,983
531,1531,215,249,391,414,846
532,1532,111,181,386,395,858
533,1533,310,314,95,118,440
534,1534,320,325,384,477,36
535,1535,370,371,135,138,668
536,1536,375,390,331,342,294
537,1537,397,429,89,90,773
538,1538,348,349,7,12,325
539,1539,301,338,172,201,13
540,1540,164,166,244,245,706
541,1541,365,366,4,56,627
542,1542,77,89,55,134,921
543,1543,156,243,157,171,84
544,1544,187,240,283,290,449
545,1545,261,292,302,334,217
546,1546,110,116,258,312,116
547,1547,154,156,291,348,314
548,1548,271,311,310,312,108
549,1549,323,343,210,226,97
550,1550,95,114,58,76,994
551,1551,394,419,30,31,499
552,1552,120,121,338,342,517
553,1553,98,120,267,268,683
554,1554,289,295,375,418,729
555,1555,377,387,319,341,4
556,1556,16,44,221,263,336
557,1557,51,51,297,319,588
558,1558,271,329,124,151,913
559,1559,185,186,274,276,433
560,1560,48,60,238,247,33
561,1561,39,43,392,394,975
562,1562,249,275,200,203,106
563,1563,333,348,54,103,369
564,1564,17,17,235,236,590
565,1565,194,210,342,358,639
566,1566,242,258,305,318,546
567,1567,310,327,349,357,579
568,1568,334,354,166,179,125
569,1569,193,225,236,254,881
570,1570,324,382,167,237,776
571,1571,154,240,60,72,724
572,1572,130,130,100,103,502
573,1573,325,331,370,371,199
574,1574,52,68,290,293,950
575,1575,301,312,204,215,122
576,1576,252,282,354,357,32
577,1577,253,269,314,369,76
578,1578,181,182,23,38,836
579,1579,63,87,45,47,891
580,1580,262,281,372,399,86
581,1581,42,85,357,413,59
582,1582,162,171,150,153,321
583,1583,160,169,234,241,855
584,1584,399,433,257,295,884
585,1585,270,274,395,397,142
586,1586,280,286,56,60,882
587,1587,350,361,334,344,353
588,1588,360,391,5,17,605
589,1589,313,348,306,319,823
590,1590,144,152,382,393,680
591,1591,227,267,363,432,703
592,1592,392,446,136,172,551
593,1593,297,381,283,304,278
594,1594,36,48,130,156,805
595,1595,81,130,155,198,681
